artwork_id,title,artist,room_or_location,visual_overview,audio_description,background,colors,composition,figures_gestures,foreground,language,materials_textures,middle_ground,model,mood_atmosphere,objects_symbols,reviewed,source,spatial_order,subject_matter,uncertainties,created_at,updated_at
946583b8-4179-40e1-bf09-15d68d8ef424,Plat d'almoines Ciceró,"Anònim, Nuremberg",P2-S4,"Al segle XVI Barcelona era un important centre productor i receptor de manufactures metàl·liques. Sabem, gràcies als inventaris, que els elements de tipus metàl·lic eren molt abundants a les cases, amb diversos usos i finalitats. Les bacines, per exemple, podien servir com a grans safates, servidores o rentamans en els àmbits domèstic i litúrgic, però, al mateix temps, si es foradaven (com en aquest cas), es podien fer servir com a làmpades penjades del sostre, amb una alta capacitat per difondre la llum de les espelmes.","An artwork titled Plat d'almoines Ciceró by Anònim, Nuremberg. Al segle XVI Barcelona era un important centre productor i receptor de manufactures metàl·liques. Sabem, gràcies als inventaris, que els elements de tipus metàl·lic eren molt abundants a les cases, amb diversos usos i finalitats. Les bacines, per exemple, podien servir com a grans safates, servidores o rentamans en els àmbits domèstic i litúrgic, però, al mateix temps, si es foradaven (com en aquest cas), es podien fer servir com a làmpades penjades del sostre, amb una alta capacitat per difondre la llum de les espelmes.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Plat. Llautó, repussat, cisellat i punxonat (amb estampa). Anella de ferro",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
6f3a2e1b-5a1b-4ec7-8b2a-1478c3eff35c,Escriptori,"Anònim, Catalunya",P2-S4,,"An artwork titled Escriptori by Anònim, Catalunya. nan",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Fusta de noguera, os, boix, fusta de ribera i ferro",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
ef912bd0-a1a0-405f-822f-618d7c1261a7,Casc morrión,Anònim,P2-S4,"Aquest tipus de casc va ser molt popular als exèrcits al segle XVI, sobretot els hispànics. Amb les seves formes característicament corbades, protegia amb molta efectivitat les parts més exposades del rostre, com el nas i les orelles, però també les més vitals, com el coll i el crani, amb una cresta que també podia ser esmolada. Aquest casc en concret devia pertànyer, sens dubte, a un alt càrrec militar, per la rica decoració en relleu, refinada, de tipus classicista i de temàtica mitològica, amb la trobada de Mart i Venus, els déus romans de la guerra i de l’amor.","An artwork titled Casc morrión by Anònim. Aquest tipus de casc va ser molt popular als exèrcits al segle XVI, sobretot els hispànics. Amb les seves formes característicament corbades, protegia amb molta efectivitat les parts més exposades del rostre, com el nas i les orelles, però també les més vitals, com el coll i el crani, amb una cresta que també podia ser esmolada. Aquest casc en concret devia pertànyer, sens dubte, a un alt càrrec militar, per la rica decoració en relleu, refinada, de tipus classicista i de temàtica mitològica, amb la trobada de Mart i Venus, els déus romans de la guerra i de l’amor.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Ferró repujat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
d0fafde3-6406-493f-ac34-d91d9e1961c9,Teixit brocat de vellut cisellat,"Anònim, possiblement Espanya o Itàlia",P2-S4,,"An artwork titled Teixit brocat de vellut cisellat by Anònim, possiblement Espanya o Itàlia. nan",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Tèxtil. Brocat de vellut cisellat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
6297a403-1a9b-4fda-acf1-38d6e2699c1c,Caixa amb calaixos. L'Anunciació,Catalunya,P2-S5,"This is a type of furniture typical of Catalonia, widely used from the late 15th century to the late 18th century. In some cases, it could serve as a bridal chest, to store the dowry and personal belongings, which is why it is also known by that name. As is common, in addition to the drawers behind the door and other compartments, this chest has a flat lid with painted decoration on the inside, depicting an Annunciation, clearly alluding to the wish for prosperity in marriage.","An artwork titled Caixa amb calaixos. L'Anunciació by Catalunya. This is a type of furniture typical of Catalonia, widely used from the late 15th century to the late 18th century. In some cases, it could serve as a bridal chest, to store the dowry and personal belongings, which is why it is also known by that name. As is common, in addition to the drawers behind the door and other compartments, this chest has a flat lid with painted decoration on the inside, depicting an Annunciation, clearly alluding to the wish for prosperity in marriage.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Fusta, daruat i policromia",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
3da183a8-3522-432c-91f8-e31e1bbfa277,Copa de vidre,Catalunya,P2-S4,"Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.","An artwork titled Copa de vidre by Catalunya. Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Vidre bufat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
3da183a8-3522-432c-91f8-e31e1bbfa277,Copa de vidre,Catalunya,P2-S4,"Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.","An artwork titled Copa de vidre by Catalunya. Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Vidre bufat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
3da183a8-3522-432c-91f8-e31e1bbfa277,Copa de vidre,Catalunya,P2-S4,"Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.","An artwork titled Copa de vidre by Catalunya. Sabem que, en una de les cartes d’Estefania de Requesens, va demanar a la seva mare, Hipòlita Roís de Liori, que li fes fer a Barcelona, amb destí a la cort, una dotzena de fines copes de vidre per a l’emperador i l’emperadriu. Al segle XVI, la Ciutat Comtal va ser un important centre productor de vidre de gran qualitat i refinament. Aquestes tres copes, de formes delicades, tenen una decoració característica en fils blancs que s’anomena lacticini, per la seva semblança a la llet.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Vidre bufat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
2d1c0b73-c37c-47be-a393-cd86f4f8e2ba,Gerro de ceràmica,Talavera de la Reina,P2-S4,"Fins al segle XVI, la ceràmica espanyola va estar molt influenciada per la tradició àrab. Talavera de la Reina va ser un dels centres productors més importants de l’època. Citada sovint per autors com Cervantes, Lope de Vega o Tirso de Molina, gaudia de gran prestigi però era d’ús habitual també entre les classes humils. Aquest exemple llueix una decoració característica, amb els colors blancs i blaus que la fan molt fàcilment identificable.","An artwork titled Gerro de ceràmica by Talavera de la Reina. Fins al segle XVI, la ceràmica espanyola va estar molt influenciada per la tradició àrab. Talavera de la Reina va ser un dels centres productors més importants de l’època. Citada sovint per autors com Cervantes, Lope de Vega o Tirso de Molina, gaudia de gran prestigi però era d’ús habitual també entre les classes humils. Aquest exemple llueix una decoració característica, amb els colors blancs i blaus que la fan molt fàcilment identificable.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Ceràmica,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
55124d62-9dfc-4a59-8e40-d36920e75e0a,Plat de ceràmica,Manisses,P2-S4,"La ciutat de Manises, a València, fou un importantíssim centre productor de ceràmica de gran qualitat, ja des del segle XIV. Al segle XVI va viure una època de gran esplendor, amb peces com aquesta, que s’anomenaven també “producte de València”, i que lluïen decoració geomètrica amb uns característics reflexos en tons daurats i blaus. La mare d’Estefania de Requesens, Hipòlita Roís de Liori, era valenciana d’origen, i tenim constància documental que en més d’una ocasió havia fet comprar ceràmica de la seva terra per a algun dels seus palaus.","An artwork titled Plat de ceràmica by Manisses. La ciutat de Manises, a València, fou un importantíssim centre productor de ceràmica de gran qualitat, ja des del segle XIV. Al segle XVI va viure una època de gran esplendor, amb peces com aquesta, que s’anomenaven també “producte de València”, i que lluïen decoració geomètrica amb uns característics reflexos en tons daurats i blaus. La mare d’Estefania de Requesens, Hipòlita Roís de Liori, era valenciana d’origen, i tenim constància documental que en més d’una ocasió havia fet comprar ceràmica de la seva terra per a algun dels seus palaus.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Caràmica,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
55124d62-9dfc-4a59-8e40-d36920e75e0a,Plat de ceràmica,Itàlia,P2-S4,"Andrea Negroponte was renowned Italian ceramicist, who produced a large body of work that can now be seen in various museums around the world. This plate shows a scene from the mythical fire that destroyed the city of Troy. We can see Aeneas fleeing the city with his father Anchises on his back, together with other characters depicted in a naturalistic style typical of the Italian Renaissance, that incorporated discoveries and techniques from the language of painting, such as perspective and the creation of depth in landscapes, into ceramic decoration.","An artwork titled Plat de ceràmica by Itàlia. Andrea Negroponte was renowned Italian ceramicist, who produced a large body of work that can now be seen in various museums around the world. This plate shows a scene from the mythical fire that destroyed the city of Troy. We can see Aeneas fleeing the city with his father Anchises on his back, together with other characters depicted in a naturalistic style typical of the Italian Renaissance, that incorporated discoveries and techniques from the language of painting, such as perspective and the creation of depth in landscapes, into ceramic decoration.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Ceràmica,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
6bdeae49-aadc-44fe-8b0d-daae68064a3e,Rellotge de butxaca,Nord d'Europa,P2-S4,"Al segle XVI es van inventar i construir, a Alemanya, els primers rellotges portàtils de butxaca. L’ambició de l’home de poder controlar el temps en qualsevol lloc i moment va afavorir el perfeccionament d’aquestes primeres mostres de gran enginy, que tenien gairebé l’aspecte de joies. Aquests dos exemplars provenen de la col·lecció Martí Estany, un gran col·leccionista que tenia la residència d’estiu, precisament, a Molins de Rei. Aquesta forma de llibre pot fer al·lusió als llibres d’hores, tan usats en la societat de l’època del Renaixement.","An artwork titled Rellotge de butxaca by Nord d'Europa. Al segle XVI es van inventar i construir, a Alemanya, els primers rellotges portàtils de butxaca. L’ambició de l’home de poder controlar el temps en qualsevol lloc i moment va afavorir el perfeccionament d’aquestes primeres mostres de gran enginy, que tenien gairebé l’aspecte de joies. Aquests dos exemplars provenen de la col·lecció Martí Estany, un gran col·leccionista que tenia la residència d’estiu, precisament, a Molins de Rei. Aquesta forma de llibre pot fer al·lusió als llibres d’hores, tan usats en la societat de l’època del Renaixement.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Acer daurat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
6bdeae49-aadc-44fe-8b0d-daae68064a3e,Rellotge de butxaca,Nord d'Europa,P2-S4,"This other example, also from the Martí Estany collection, allows an appreciation of the value that these early pocket watches could have as pieces of jewellery, In this case through the use of rock crystal on the cover and the back. The dial shows an intriguing maritime or river scene; a bridge with a city in the background, and a boat rowing towards it, clearly identifiable.","An artwork titled Rellotge de butxaca by Nord d'Europa. This other example, also from the Martí Estany collection, allows an appreciation of the value that these early pocket watches could have as pieces of jewellery, In this case through the use of rock crystal on the cover and the back. The dial shows an intriguing maritime or river scene; a bridge with a city in the background, and a boat rowing towards it, clearly identifiable.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Acer daurat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
8c8bf93f-fe58-44ae-bdcb-7f4b1ad02716,Arqueta,Itàlia septentrional,P2-S4,"Aquestes capses o arquetes són un model de gran èxit a la Itàlia dels segles XV i XVI. Es podien regalar com a obsequi de prometatge o de noces, però també en altres ocasions. Per la seva rica decoració feta amb pastiglia (a mixture of plaster, marble dust and glue), they were considered luxury objects, intended for storing small precious and often valuable objects. Here, the decoration is an example of feminine virtue: we see Artemis bathing naked in the forest, but when Actaeon discovers her, she turns him into a stag and commands her dogs to kill him.","An artwork titled Arqueta by Itàlia septentrional. Aquestes capses o arquetes són un model de gran èxit a la Itàlia dels segles XV i XVI. Es podien regalar com a obsequi de prometatge o de noces, però també en altres ocasions. Per la seva rica decoració feta amb pastiglia (a mixture of plaster, marble dust and glue), they were considered luxury objects, intended for storing small precious and often valuable objects. Here, the decoration is an example of feminine virtue: we see Artemis bathing naked in the forest, but when Actaeon discovers her, she turns him into a stag and commands her dogs to kill him.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Fusta i pastillatge de guix,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
8a625761-d5de-4092-bcf3-62c28b17f1f3,Dau (peça de joc),,P2-S4,"El joc i les apostes eren molt habituals en la vida quotidiana al segle XVI, i generaven una infinitat de problemes, per les baralles i altres situacions i delictes que hi anaven associats. Aquest dau, fet amb os, és un objecte quotidià senzill, però ens parla d’alguns costums de l’època que han deixat un rastre molt extens i detallat en la documentació amb la promulgació de lleis, prohibicions i sancions, per motius d’ordre públic però també de problemes i denúncies entre particulars.","An artwork titled Dau (peça de joc) by nan. El joc i les apostes eren molt habituals en la vida quotidiana al segle XVI, i generaven una infinitat de problemes, per les baralles i altres situacions i delictes que hi anaven associats. Aquest dau, fet amb os, és un objecte quotidià senzill, però ens parla d’alguns costums de l’època que han deixat un rastre molt extens i detallat en la documentació amb la promulgació de lleis, prohibicions i sancions, per motius d’ordre públic però també de problemes i denúncies entre particulars.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Material animal, os",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
dfe950a1-ce28-472f-8830-56eb9c951760,Quartera. Artefacte de mesurament de quantitat,,P1-S3,"Very similar to those that appear in the painting of the Scourging of Christ, these quarteres [scales] are used for measuring quantities of nuts and dried fruit to be bought or sold. Quarteres were very common at the time, and were subject to strict legislation to prevent malpractice. The coat of arms of the city of Barcelona can be clearly seen, attesting to its official status.","An artwork titled Quartera. Artefacte de mesurament de quantitat by nan. Very similar to those that appear in the painting of the Scourging of Christ, these quarteres [scales] are used for measuring quantities of nuts and dried fruit to be bought or sold. Quarteres were very common at the time, and were subject to strict legislation to prevent malpractice. The coat of arms of the city of Barcelona can be clearly seen, attesting to its official status.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Metall, fusta",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
c996bede-34f7-4999-bba1-4b7f5aee7877,Retrat de Carles V,Anònim madrileny,P2-S4,"There is no certainty as to who the artist was, or when this small portrait of the emperor was painted. The small, round format suggests that it was created in an intimate and very private setting. These portraits were sometimes sent to family and friends to give an idea of the status and appearance of the sitter. Charles V is dressed in the Spanish fashion of the time, and the only ornament he wears is the Distinguished Order of the Golden Fleece that he wears around his neck. It seems likely that it was painted in Spain, where this type of small portrait was very popular.","An artwork titled Retrat de Carles V by Anònim madrileny. There is no certainty as to who the artist was, or when this small portrait of the emperor was painted. The small, round format suggests that it was created in an intimate and very private setting. These portraits were sometimes sent to family and friends to give an idea of the status and appearance of the sitter. Charles V is dressed in the Spanish fashion of the time, and the only ornament he wears is the Distinguished Order of the Golden Fleece that he wears around his neck. It seems likely that it was painted in Spain, where this type of small portrait was very popular.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Pintura, oli sobre fusta",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
214267eb-25b1-4417-804f-00d24de50dd3,Moisès,Jacob Matham,P1-S3,,An artwork titled Moisès by Jacob Matham. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
2e73b63f-bc90-4009-9176-1df7da28a258,La resurrecció de Llàtzer,Lucas Kilian,P1-S3,,An artwork titled La resurrecció de Llàtzer by Lucas Kilian. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
3a9170e0-86c0-43a1-8db3-56b68203427c,L’Anunciació,Albrecht Dürer,P1-S3,,An artwork titled L’Anunciació by Albrecht Dürer. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
4a836dd2-6aec-455a-9c9c-2f3af4dd790b,El Judici Final,Jan Wierix,P1-S3,,An artwork titled El Judici Final by Jan Wierix. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
db75b6d2-3199-48b2-a478-4fbf4b60ab4d,"Enric IV, rei de França",Thomas Leu,P2-S4,,"An artwork titled Enric IV, rei de França by Thomas Leu. nan",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
b107fd84-1670-4181-84cc-6d805689c67d,Caterina de Mèdici,Thomas Leu,P2-S4,,An artwork titled Caterina de Mèdici by Thomas Leu. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
1a4c5627-51a2-4257-985e-8c5653521d31,Joana d’Albret,Thomas Leu,P2-S4,,An artwork titled Joana d’Albret by Thomas Leu. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
0e7d61b2-2d38-47b6-98d7-0e08418293da,María de Médici,Thomas Leu,P2-S4,,An artwork titled María de Médici by Thomas Leu. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
bb2c8c51-f062-4117-a79b-2c123c8b5ddb,Felip II,Anònim,P2-S4,,An artwork titled Felip II by Anònim. nan,Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Gravat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
e110bfaa-057c-4bb0-bb51-a558ad921697,Trattato della pittura,Leonardo da Vinci,P2-S4,"

This treatise brings together much of Leonardo da Vinci’s thoughts on the art of painting, which he saw as a science that artists should study and refine. It consists of scattered notes that the Florentine genius wrote throughout his life and which, after his death, were published thanks to a compilation by one of his disciples. In it, Leonardo emphasized the importance of observation as a fundamental source of knowledge, since sight is the most important sense that allows humans to understand the world and gives them the tools to depict it in their art.
This treatise brings together much of Leonardo da Vinci’s thoughts on the art of painting, which he saw as a science that artists should study and refine. It consists of scattered notes that the Florentine genius wrote throughout his life and which, after his death, were published thanks to a compilation by one of his disciples. In it, Leonardo emphasized the importance of observation as a fundamental source of knowledge, since sight is the most important sense that allows humans to understand the world and gives them the tools to depict it in their art.","An artwork titled Trattato della pittura by Leonardo da Vinci. 

This treatise brings together much of Leonardo da Vinci’s thoughts on the art of painting, which he saw as a science that artists should study and refine. It consists of scattered notes that the Florentine genius wrote throughout his life and which, after his death, were published thanks to a compilation by one of his disciples. In it, Leonardo emphasized the importance of observation as a fundamental source of knowledge, since sight is the most important sense that allows humans to understand the world and gives them the tools to depict it in their art.
This treatise brings together much of Leonardo da Vinci’s thoughts on the art of painting, which he saw as a science that artists should study and refine. It consists of scattered notes that the Florentine genius wrote throughout his life and which, after his death, were published thanks to a compilation by one of his disciples. In it, Leonardo emphasized the importance of observation as a fundamental source of knowledge, since sight is the most important sense that allows humans to understand the world and gives them the tools to depict it in their art.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Llibre. Paper i pergamí,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
